Type of User,Source,Device,Returning Visitor,New Visitor,Google CPC,TripAdvisor,Direct,DFA,Email,Referral,Desktop,Mobile,Tablet,Users,Sessions,No of Pages Visited,No of Transactions,Revenue
Returning Visitor,mail.aol.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,8,15,41,2,3472.86
Returning Visitor,grandhotelmirador.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,12,18,31,1,3460.6
Returning Visitor,icrs.visitus-inc.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,6,8,34,1,3425.5
Returning Visitor,facebook.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,10,17,62,1,3420
Returning Visitor,(direct) / (none),desktop,1,0,0,0,1,0,0,0,1,0,0,51,78,351,2,3371.01
Returning Visitor,www2.inbox.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,1,1,9,1,3334.2
New Visitor,google / (not set),desktop,0,1,0,0,0,0,0,0,1,0,0,5,5,13,1,3300.22
Returning Visitor,olehotels.com / referral,tablet,1,0,0,0,0,0,0,1,0,0,1,35,59,144,2,3289.95
Returning Visitor,sofort.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,1,1,15,1,3284.35
Returning Visitor,dbm / cpm,desktop,1,0,0,0,0,0,0,0,1,0,0,9,13,48,1,3278.88
New Visitor,(direct) / (none),desktop,0,1,0,0,1,0,0,0,1,0,0,17,17,74,1,3268.71
Returning Visitor,google / cpc,desktop,1,0,1,0,0,0,0,0,1,0,0,4,19,50,1,3225.82
Returning Visitor,email / email,desktop,1,0,0,0,0,0,1,0,1,0,0,264,388,1588,3,3222.88
Returning Visitor,dresseldivers.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,74,110,314,1,3134.04
Returning Visitor,TripAdvisorUS / CR,desktop,1,0,0,1,0,0,0,0,1,0,0,34,55,199,1,3129.6
Returning Visitor,paypal.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,1,1,21,1,3125.97
Returning Visitor,yahoo / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,188,271,1193,3,3114.25
Returning Visitor,berliner-sparkasse.mitarbeiterangebote.de / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,2,4,33,2,3110.51
Returning Visitor,google / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,2025,3452,11739,4,3102.56
Returning Visitor,email_AutoInce2Reserva / email,desktop,1,0,0,0,0,0,1,0,1,0,0,2,9,72,2,3086.91
Returning Visitor,dfa / cpc,desktop,1,0,0,0,0,1,0,0,1,0,0,2,6,26,1,3069.39
Returning Visitor,olehotels.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,81,125,289,3,3062.3
Returning Visitor,(direct) / (none),desktop,1,0,0,0,1,0,0,0,1,0,0,82,433,928,1,3053.58
Returning Visitor,email_AutoInce2Reserva / email,desktop,1,0,0,0,0,0,1,0,1,0,0,5,13,88,1,3027.66
New Visitor,yahoo / organic,desktop,0,1,0,0,0,0,0,0,1,0,0,260,260,801,1,2997
Returning Visitor,dfa / cpm,desktop,1,0,0,0,0,1,0,0,1,0,0,129,336,937,2,2982.9
New Visitor,debeka.mitarbeiterangebote.de / referral,desktop,0,1,0,0,0,0,0,1,1,0,0,2,2,13,1,2973.49
Returning Visitor,aberlin / textlink,desktop,1,0,0,0,0,0,0,0,1,0,0,11,21,115,2,2945.6
Returning Visitor,icrs.visitus-inc.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,6,34,134,1,2910
New Visitor,(direct) / (none),desktop,0,1,0,0,1,0,0,0,1,0,0,78,78,236,1,2909.48
New Visitor,insidertravel.nl / referral,desktop,0,1,0,0,0,0,0,1,1,0,0,204,204,539,2,2907.13
Returning Visitor,yahoo / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,114,170,766,1,2906.4
New Visitor,dfa / cpc,desktop,0,1,0,0,0,1,0,0,1,0,0,41,42,158,1,2902.09
New Visitor,grandhotelmirador.com / referral,desktop,0,1,0,0,0,0,0,1,1,0,0,10,10,21,1,2895.9
Returning Visitor,travelandleisure.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,23,26,107,1,2880
New Visitor,(direct) / (none),tablet,0,1,0,0,1,0,0,0,0,0,1,54,54,222,1,2842
Returning Visitor,google / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,18,27,106,1,2840.4
Returning Visitor,dfa / cpm,desktop,1,0,0,0,0,1,0,0,1,0,0,56,167,478,2,2838
Returning Visitor,CJ / afiliacion,desktop,1,0,0,0,0,0,0,0,1,0,0,3,3,10,1,2836.04
Returning Visitor,suche.t-online.de / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,217,324,1500,2,2813.41
New Visitor,(direct) / (none),mobile,0,1,0,0,1,0,0,0,0,1,0,195,195,617,1,2788.36
Returning Visitor,(direct) / (none),tablet,1,0,0,0,1,0,0,0,0,0,1,2184,3375,13612,2,2776.76
Returning Visitor,dfa / cpc,desktop,1,0,0,0,0,1,0,0,1,0,0,26,50,152,1,2769.5
Returning Visitor,dbm / cpm,desktop,1,0,0,0,0,0,0,0,1,0,0,230,299,719,1,2765.69
Returning Visitor,paypal.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,2,2,17,2,2755.28
New Visitor,google / cpc,desktop,0,1,1,0,0,0,0,0,1,0,0,174,174,558,1,2747.76
New Visitor,iberostaranthelia.com / referral,desktop,0,1,0,0,0,0,0,1,1,0,0,3,4,22,1,2722.51
Returning Visitor,trivago.it / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,81,122,293,3,2683.55
Returning Visitor,olehotels.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,171,231,570,3,2673.3
Returning Visitor,trivago.dk / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,34,47,177,1,2635.92
New Visitor,(direct) / (none),desktop,0,1,0,0,1,0,0,0,1,0,0,778,779,1616,2,2606.6
New Visitor,email / email,desktop,0,1,0,0,0,0,1,0,1,0,0,278,278,948,1,2593.74
New Visitor,tripadvisor / cpc,tablet,0,1,0,1,0,0,0,0,0,0,1,264,264,415,1,2592
Returning Visitor,web.orangemail.es / referral,desktop,1,0,0,0,0,0,1,1,1,0,0,5,5,50,2,2571.88
New Visitor,(direct) / (none),desktop,0,1,0,0,1,0,0,0,1,0,0,4,4,31,1,2562
Returning Visitor,trivago.fr / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,6,7,19,1,2539.35
Returning Visitor,olehotels.com / referral,mobile,1,0,0,0,0,0,0,1,0,1,0,1,6,21,2,2537.6
New Visitor,(direct) / (none),tablet,0,1,0,0,1,0,0,0,0,0,1,113,113,348,1,2522.1
New Visitor,google / cpc,desktop,0,1,1,0,0,0,0,0,1,0,0,359,359,1070,1,2517.61
Returning Visitor,trivago.no / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,25,44,296,1,2494.7
New Visitor,(direct) / (none),tablet,0,1,0,0,1,0,0,0,0,0,1,399,398,1583,1,2480.62
New Visitor,(direct) / (none),mobile,0,1,0,0,1,0,0,0,0,1,0,8209,8226,34460,2,2479.31
New Visitor,dfa / cpc,desktop,0,1,0,0,0,1,0,0,1,0,0,643,646,2137,2,2473.84
Returning Visitor,trivago.dk / referral,tablet,1,0,0,0,0,0,0,1,0,0,1,21,38,158,1,2470.37
Returning Visitor,google / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,120,183,708,1,2461.18
New Visitor,(direct) / (none),tablet,0,1,0,0,1,0,0,0,0,0,1,9495,9507,46428,2,2460.84
New Visitor,(direct) / (none),mobile,0,1,0,0,1,0,0,0,0,1,0,775,775,2989,1,2411.96
Returning Visitor,icrs.visitus-inc.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,7,12,60,1,2397.6
New Visitor,(direct) / (none),desktop,0,1,0,0,1,0,0,0,1,0,0,364,364,969,1,2369.68
New Visitor,google / organic,desktop,0,1,0,0,0,0,0,0,1,0,0,342,344,1050,1,2322.75
New Visitor,clubs.inspiringbenefits.com / referral,desktop,0,1,0,0,0,0,0,1,1,0,0,425,428,1270,1,2322.46
Returning Visitor,yahoo / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,1,3,90,1,2299.5
Returning Visitor,TripAdvisor / referral,desktop,1,0,0,1,0,0,0,1,1,0,0,18,29,99,1,2286.17
New Visitor,TripAdvisor / referral,desktop,0,1,0,1,0,0,0,1,1,0,0,1481,1488,3855,3,2283.76
New Visitor,mywedding.com / referral,tablet,0,1,0,0,0,0,0,1,0,0,1,4,4,18,1,2268
New Visitor,google / organic,desktop,0,1,0,0,0,0,0,0,1,0,0,260,261,951,2,2262.88
Returning Visitor,bing / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,990,1555,6410,1,2261
New Visitor,duckduckgo.com / referral,desktop,0,1,0,0,0,0,0,1,1,0,0,1,1,32,1,2252.48
Returning Visitor,iberostaranthelia.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,10,16,41,1,2248.72
Returning Visitor,email / email,desktop,1,0,0,0,0,0,1,0,1,0,0,109,164,596,2,2245.57
Returning Visitor,(direct) / (none),tablet,1,0,0,0,1,0,0,0,0,0,1,2305,3788,13219,1,2229.38
New Visitor,(direct) / (none),desktop,0,1,0,0,1,0,0,0,1,0,0,387,390,1240,1,2226
Returning Visitor,bing / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,139,224,953,1,2223.48
Returning Visitor,TripAdvisor / referral,desktop,1,0,0,1,0,0,0,1,1,0,0,18,29,139,2,2209.84
New Visitor,dfa / cpc,desktop,0,1,0,0,0,1,0,0,1,0,0,3649,3662,18191,2,2208
Returning Visitor,olehotels.com / referral,mobile,1,0,0,0,0,0,0,1,0,1,0,213,315,672,2,2197.79
New Visitor,google / cpc,desktop,0,1,1,0,0,0,0,0,1,0,0,64,64,232,1,2182.95
Returning Visitor,webmailbb.netzero.net / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,1,7,53,1,2181.15
New Visitor,google / cpc,desktop,0,1,1,0,0,0,0,0,1,0,0,1061,1069,3697,1,2161.41
Returning Visitor,AutoNewsRegistro / email,desktop,1,0,0,0,0,0,1,0,1,0,0,25,37,243,1,2156.96
New Visitor,(direct) / (none),desktop,0,1,0,0,1,0,0,0,1,0,0,538,538,1266,2,2143.32
New Visitor,grandhotelmencey.com / referral,desktop,0,1,0,0,0,0,0,1,1,0,0,305,306,498,6,2141.61
New Visitor,duckduckgo.com / referral,tablet,0,1,0,0,0,0,0,1,0,0,1,24,24,127,1,2133.13
New Visitor,yahoo / organic,desktop,0,1,0,0,0,0,0,0,1,0,0,4254,4276,21514,1,2116.8
New Visitor,(direct) / (none),tablet,0,1,0,0,1,0,0,0,0,0,1,2327,2332,8136,1,2116.12
Returning Visitor,yahoo / organic,tablet,1,0,0,0,0,0,0,0,0,0,1,848,1525,7412,1,2100
New Visitor,no.search.yahoo.com / referral,desktop,0,1,0,0,0,0,0,1,1,0,0,4,4,35,1,2089.96
New Visitor,(direct) / (none),desktop,0,1,0,0,1,0,0,0,1,0,0,290,292,609,4,2086.5
Returning Visitor,(direct) / (none),desktop,1,0,0,0,1,0,0,0,1,0,0,114,585,1419,1,2085
New Visitor,bing / organic,desktop,0,1,0,0,0,0,0,0,1,0,0,1665,1666,6481,2,2084.12
Returning Visitor,cdn.viglink.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,37,42,191,1,2079
Returning Visitor,dfa / cpm,desktop,1,0,0,0,0,1,0,0,1,0,0,35,189,645,2,2069.63
Returning Visitor,images.google.de / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,296,354,964,1,2051.78
Returning Visitor,bing / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,15,26,124,1,2043.36
New Visitor,google / organic,desktop,0,1,0,0,0,0,0,0,1,0,0,669,671,2110,1,2040.08
Returning Visitor,fr.search.yahoo.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,27,37,132,1,2036.68
New Visitor,google / organic,desktop,0,1,0,0,0,0,0,0,1,0,0,2097,2099,8008,2,2010.6
Returning Visitor,(direct) / (none),desktop,1,0,0,0,1,0,0,0,1,0,0,75,120,386,1,2009.61
Returning Visitor,email / email,desktop,1,0,0,0,0,0,1,0,1,0,0,3,6,31,1,1950.08
Returning Visitor,en.iberostarfuerteventurapalace.com / referral,tablet,1,0,0,0,0,0,0,1,0,0,1,7,14,41,1,1906.82
Returning Visitor,newsletter / email,desktop,1,0,0,0,0,0,1,0,1,0,0,3,6,96,4,1901.28
New Visitor,email / email,desktop,0,1,0,0,0,0,1,0,1,0,0,821,821,1929,1,1891.07
Returning Visitor,(direct) / (none),desktop,1,0,0,0,1,0,0,0,1,0,0,10,17,84,1,1890.72
Returning Visitor,TripAdvisor / referral,desktop,1,0,0,1,0,0,0,1,1,0,0,13,27,103,1,1878.6
Returning Visitor,olehotels.com / referral,tablet,1,0,0,0,0,0,0,1,0,0,1,26,29,65,2,1870.57
Returning Visitor,hoteldelasletras.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,81,107,192,6,1863.4
Returning Visitor,(direct) / (none),mobile,1,0,0,0,1,0,0,0,0,1,0,2176,3990,10771,2,1859.15
Returning Visitor,poczta.wp.pl / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,5,14,114,1,1848.03
Returning Visitor,olehotels.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,9,15,45,2,1831.05
New Visitor,email / email,desktop,0,1,0,0,0,0,1,0,1,0,0,349,349,907,1,1820.11
Returning Visitor,tripadvisor / cpc,tablet,1,0,0,1,0,0,0,0,0,0,1,9,11,27,1,1806
Returning Visitor,myvouchercodes.co.uk / referral,tablet,1,0,0,0,0,0,0,1,0,0,1,2,5,46,1,1795.69
Returning Visitor,promopro.co.uk / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,1,3,15,1,1791.72
Returning Visitor,dfa / cpm,desktop,1,0,0,0,0,1,0,0,1,0,0,74,161,407,2,1782.05
New Visitor,email_AutoInce2Reserva / email,desktop,0,1,0,0,0,0,1,0,1,0,0,2,2,18,1,1772.93
Returning Visitor,google / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,41,63,287,2,1771.02
Returning Visitor,iberostarplayagaviotas.com / referral,tablet,1,0,0,0,0,0,0,1,0,0,1,8,17,30,2,1759.2
Returning Visitor,dfa / cpm,tablet,1,0,0,0,0,1,0,0,0,0,1,422,1172,2671,1,1756
Returning Visitor,dfa / cpm,desktop,1,0,0,0,0,1,0,0,1,0,0,3,6,56,2,1748.85
Returning Visitor,tripadvisor / cpc,tablet,1,0,0,1,0,0,0,0,0,0,1,57,78,160,1,1738.38
Returning Visitor,olehotels.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,122,199,506,3,1738.33
Returning Visitor,sofort.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,5,6,11,2,1736.34
Returning Visitor,olehotels.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,12,15,29,1,1731.66
Returning Visitor,google / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,70,107,383,2,1730.7
New Visitor,hoteldelasletras.com / referral,desktop,0,1,0,0,0,0,0,1,1,0,0,52,52,75,2,1722.6
New Visitor,google / cpc,desktop,0,1,1,0,0,0,0,0,1,0,0,422,424,1540,1,1716.31
New Visitor,google / organic,mobile,0,1,0,0,0,0,0,0,0,1,0,10223,10257,54328,1,1692.87
New Visitor,google / organic,desktop,0,1,0,0,0,0,0,0,1,0,0,13,13,25,1,1692
Returning Visitor,google / cpc,desktop,1,0,1,0,0,0,0,0,1,0,0,899,1212,5705,2,1686.68
Returning Visitor,clubs.inspiringbenefits.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,2,10,80,2,1682.2
New Visitor,google / organic,mobile,0,1,0,0,0,0,0,0,0,1,0,28780,28892,225794,1,1680
Returning Visitor,google / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,73,117,357,1,1619.8
Returning Visitor,insidertravelpep.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,56,106,415,1,1615.38
New Visitor,trivago.dk / referral,tablet,0,1,0,0,0,0,0,1,0,0,1,170,170,252,1,1611.26
New Visitor,google / cpc,desktop,0,1,1,0,0,0,0,0,1,0,0,218,218,754,1,1609.37
Returning Visitor,email.t-online.de / referral,desktop,1,0,0,0,0,0,1,1,1,0,0,5,19,143,1,1607.67
Returning Visitor,hoteldelasletras.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,19,26,65,3,1606.6
Returning Visitor,google / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,97,142,559,1,1605.48
Returning Visitor,email / email,desktop,1,0,0,0,0,0,1,0,1,0,0,9,16,119,1,1605.01
New Visitor,TripAdvisor / referral,desktop,0,1,0,1,0,0,0,1,1,0,0,527,530,1615,2,1598.7
Returning Visitor,iberostarplayagaviotas.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,15,24,57,1,1591.92
Returning Visitor,bing / organic,tablet,1,0,0,0,0,0,0,0,0,0,1,8,8,28,1,1582.7
Returning Visitor,google / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,26,33,132,1,1572
Returning Visitor,airbus.mitarbeiterangebote.de / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,1,2,14,1,1566.09
Returning Visitor,zf-betriebsrat-fn.mitarbeiterangebote.de / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,1,5,20,1,1551.31
New Visitor,(direct) / (none),desktop,0,1,0,0,1,0,0,0,1,0,0,189,190,424,1,1546.46
Returning Visitor,google / cpc,desktop,1,0,1,0,0,0,0,0,1,0,0,18,31,106,1,1540.54
Returning Visitor,(direct) / (none),desktop,1,0,0,0,1,0,0,0,1,0,0,41,56,126,1,1535.5
New Visitor,google / organic,tablet,0,1,0,0,0,0,0,0,0,0,1,5055,5086,22758,1,1520.64
Returning Visitor,yandex.ru / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,2,14,72,1,1511.67
New Visitor,BINGUK / cpc,desktop,0,1,0,0,0,0,0,0,1,0,0,113,113,439,1,1511.64
Returning Visitor,dekabank.mitarbeiterangebote.de / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,1,14,77,1,1510.27
New Visitor,google / (not set),desktop,0,1,0,0,0,0,0,0,1,0,0,3,3,10,1,1504
New Visitor,trivago.se / referral,tablet,0,1,0,0,0,0,0,1,0,0,1,85,85,161,1,1497.29
Returning Visitor,mail21a.webmail.libero.it / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,1,1,8,1,1496.88
Returning Visitor,grandhotelmencey.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,24,42,112,2,1495.02
Returning Visitor,images.google / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,77,94,290,1,1488.38
Returning Visitor,google / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,194,331,1242,1,1486.8
Returning Visitor,iberostaranthelia.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,29,40,110,1,1477.44
Returning Visitor,trivago.es / referral,mobile,1,0,0,0,0,0,0,1,0,1,0,192,274,755,4,1473.21
Returning Visitor,trivago.fr / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,9,27,205,1,1470.07
New Visitor,dfa / cpc,desktop,0,1,0,0,0,1,0,0,1,0,0,470,470,1870,2,1456.97
Returning Visitor,dfa / cpm,desktop,1,0,0,0,0,1,0,0,1,0,0,21,90,229,2,1456.6
Returning Visitor,Facebook / Promoted-Post,desktop,1,0,0,0,0,0,0,0,1,0,0,2,4,25,1,1450.7
